Global Loss,Global Acc,Mean Local Loss,Mean Local Acc,Client_0_Acc,Client_1_Acc,Client_2_Acc,Client_3_Acc,Client_4_Acc,Client_5_Acc,Client_6_Acc,Client_7_Acc,Client_8_Acc,Client_9_Acc,Client_10_Acc,Client_11_Acc,Client_12_Acc,Client_13_Acc,Client_14_Acc,Client_15_Acc,Client_16_Acc,Client_17_Acc,Client_18_Acc,Client_19_Acc,Client_20_Acc,Client_21_Acc,Client_22_Acc,Client_23_Acc,Client_24_Acc,Client_25_Acc,Client_26_Acc,Client_27_Acc,Client_28_Acc,Client_29_Acc,Client_30_Acc,Client_31_Acc,Client_32_Acc,Client_33_Acc,Client_34_Acc,Client_35_Acc,Client_36_Acc,Client_37_Acc,Client_38_Acc,Client_39_Acc,Client_40_Acc,Client_41_Acc,Client_42_Acc,Client_43_Acc,Client_44_Acc,Client_45_Acc,Client_46_Acc,Client_47_Acc,Client_48_Acc,Client_49_Acc,Client_50_Acc,Client_51_Acc,Client_52_Acc,Client_53_Acc,Client_54_Acc,Client_55_Acc,Client_56_Acc,Client_57_Acc,Client_58_Acc,Client_59_Acc,Client_60_Acc,Client_61_Acc,Client_62_Acc,Client_63_Acc,Client_64_Acc,Client_65_Acc,Client_66_Acc,Client_67_Acc,Client_68_Acc,Client_69_Acc,Client_70_Acc,Client_71_Acc,Client_72_Acc,Client_73_Acc,Client_74_Acc,Client_75_Acc,Client_76_Acc,Client_77_Acc,Client_78_Acc,Client_79_Acc,Client_80_Acc,Client_81_Acc,Client_82_Acc,Client_83_Acc,Client_84_Acc,Client_85_Acc,Client_86_Acc,Client_87_Acc,Client_88_Acc,Client_89_Acc,Client_90_Acc,Client_91_Acc,Client_92_Acc,Client_93_Acc,Client_94_Acc,Client_95_Acc,Client_96_Acc,Client_97_Acc,Client_98_Acc,Client_99_Acc,Round Params,Round Bytes,Avg Params,Avg Bytes
2.3030932087623204,0.10576825942014345,0.8646,0.6273,0.4948,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6214,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7632,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6207,-1.0,-1.0,-1.0,-1.0,0.6782,-1.0,-1.0,-1.0,-1.0,-1.0,0.5789,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5729,-1.0,-1.0,-1.0,0.4124,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6907,-1.0,-1.0,-1.0,-1.0,41493660,165974640,41493660,165974640
2.583890307502369,0.09990908172542681,0.7802,0.5491,0.4948,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.567,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6893,-1.0,-1.0,-1.0,-1.0,-1.0,0.5818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7632,-1.0,0.5056,-1.0,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,-1.0,-1.0,-1.0,0.6782,-1.0,-1.0,-1.0,0.5393,-1.0,0.5789,-1.0,-1.0,-1.0,-1.0,0.5049,-1.0,0.514,-1.0,0.5091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5104,-1.0,-1.0,-1.0,0.4124,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6907,-1.0,-1.0,-1.0,-1.0,41493660,165974640,41493660,165974640
2.428650438851787,0.09990908172542681,0.6944,0.641,0.4948,-1.0,-1.0,-1.0,0.6566,0.5941,0.7188,-1.0,-1.0,-1.0,-1.0,-1.0,0.567,-1.0,-1.0,-1.0,0.729,-1.0,-1.0,-1.0,0.6893,-1.0,-1.0,-1.0,-1.0,-1.0,0.5818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,-1.0,-1.0,-1.0,0.6782,-1.0,-1.0,-1.0,0.5393,-1.0,0.5789,-1.0,-1.0,0.5364,-1.0,0.5049,-1.0,0.514,-1.0,0.5091,-1.0,0.6514,-1.0,-1.0,-1.0,0.5758,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5104,-1.0,-1.0,0.6154,0.5876,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6907,-1.0,-1.0,-1.0,-1.0,41493660,165974640,41493660,165974640
2.3605508786137026,0.10011112233558946,0.6151,0.6773,0.4948,-1.0,0.8235,-1.0,0.6566,0.5941,0.8229,-1.0,-1.0,-1.0,-1.0,-1.0,0.567,-1.0,-1.0,-1.0,0.729,-1.0,-1.0,-1.0,0.6893,-1.0,-1.0,-1.0,-1.0,-1.0,0.6818,-1.0,-1.0,-1.0,-1.0,-1.0,0.7053,0.5826,-1.0,-1.0,0.64,-1.0,-1.0,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,-1.0,0.7812,-1.0,0.6782,-1.0,-1.0,-1.0,0.5393,-1.0,0.5368,-1.0,-1.0,0.5364,-1.0,0.5049,-1.0,0.514,-1.0,0.5091,-1.0,0.6514,-1.0,-1.0,-1.0,0.5556,-1.0,-1.0,-1.0,-1.0,-1.0,0.6437,0.5104,-1.0,-1.0,0.6154,0.5876,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6907,-1.0,-1.0,-1.0,-1.0,41493660,165974640,41493660,165974640
2.794336742626945,0.10011112233558946,0.6566,0.631,0.4948,-1.0,0.8235,-1.0,0.6566,0.8317,0.8229,-1.0,-1.0,-1.0,-1.0,-1.0,0.567,-1.0,-1.0,-1.0,0.729,-1.0,-1.0,0.4316,0.6893,0.537,-1.0,-1.0,0.5227,-1.0,0.6818,-1.0,-1.0,-1.0,-1.0,-1.0,0.6211,0.5826,-1.0,-1.0,0.64,-1.0,0.6939,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,-1.0,0.7812,-1.0,0.6782,-1.0,-1.0,-1.0,0.5393,-1.0,0.5368,-1.0,0.7593,0.5364,0.78,0.5049,-1.0,0.514,-1.0,0.5091,-1.0,0.6514,-1.0,-1.0,-1.0,0.5556,-1.0,-1.0,-1.0,0.6237,-1.0,0.6437,0.5104,-1.0,-1.0,0.6154,0.5876,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6907,-1.0,-1.0,-1.0,-1.0,41493660,165974640,41493660,165974640
2.7443049247848443,0.12243660975856147,0.6263,0.6322,0.4948,0.6957,0.8235,-1.0,0.6566,0.8317,0.8229,-1.0,-1.0,-1.0,-1.0,-1.0,0.5876,-1.0,-1.0,-1.0,0.729,-1.0,-1.0,0.4316,0.6893,0.537,-1.0,-1.0,0.5227,-1.0,0.6818,-1.0,-1.0,-1.0,0.6667,-1.0,0.7158,0.5826,0.5446,-1.0,0.64,-1.0,0.6939,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,-1.0,0.7812,-1.0,0.6782,-1.0,-1.0,-1.0,0.5393,-1.0,0.5368,-1.0,0.7685,0.5364,0.78,0.5049,-1.0,0.514,-1.0,0.5091,-1.0,0.6514,-1.0,-1.0,-1.0,0.5556,-1.0,-1.0,-1.0,0.6237,-1.0,0.5517,0.6562,-1.0,-1.0,0.6154,0.5876,0.84,0.5208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6907,-1.0,-1.0,-1.0,0.6146,41493660,165974640,41493660,165974640
2.7266212338834763,0.15738963531669867,0.5434,0.7359,0.6289,0.6957,0.8235,-1.0,0.6566,0.8317,0.8229,-1.0,-1.0,-1.0,0.8681,-1.0,0.5876,-1.0,-1.0,0.7935,0.729,-1.0,-1.0,0.4316,0.6893,0.537,-1.0,-1.0,0.5227,-1.0,0.6818,-1.0,-1.0,-1.0,0.6667,-1.0,0.7158,0.5826,0.5446,-1.0,0.64,-1.0,0.6939,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,-1.0,0.7812,-1.0,0.6782,-1.0,-1.0,-1.0,0.5393,-1.0,0.5368,-1.0,0.787,0.5364,0.78,0.5049,-1.0,0.514,-1.0,0.5091,0.5222,0.6514,-1.0,-1.0,0.7241,0.5556,-1.0,-1.0,-1.0,0.6237,0.9205,0.5517,0.6562,-1.0,0.4811,0.6154,0.5876,0.86,0.5208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7732,-1.0,-1.0,-1.0,0.6146,41493660,165974640,41493660,165974640
2.739054390933492,0.16880492979088796,0.6496,0.6147,0.6289,0.6957,0.8235,-1.0,0.6566,0.8317,0.8229,0.5402,0.5686,-1.0,0.8681,-1.0,0.5876,-1.0,-1.0,0.7935,0.729,-1.0,-1.0,0.4316,0.6893,0.537,-1.0,0.5588,0.5227,0.7692,0.6818,-1.0,-1.0,-1.0,0.6667,-1.0,0.7158,0.5826,0.5446,-1.0,0.64,-1.0,0.6939,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,0.7473,0.7812,-1.0,0.6782,-1.0,-1.0,-1.0,0.5393,-1.0,0.5368,-1.0,0.787,0.5182,0.78,0.5049,-1.0,0.514,-1.0,0.5091,0.5222,0.6514,-1.0,-1.0,0.7241,0.5556,-1.0,-1.0,-1.0,0.5376,0.9205,0.5517,0.6562,-1.0,0.7358,0.6154,0.5876,0.86,0.5521,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7732,0.619,-1.0,-1.0,0.6146,41493660,165974640,41493660,165974640
3.5678032708536533,0.10011112233558946,0.6372,0.6483,0.6289,0.6957,0.8235,-1.0,0.6566,0.8317,0.8229,0.5402,0.5686,0.4954,0.7912,-1.0,0.5876,-1.0,-1.0,0.7935,0.785,-1.0,-1.0,0.4316,0.6893,0.537,-1.0,0.5588,0.5227,0.7692,0.6818,-1.0,-1.0,-1.0,0.6667,-1.0,0.6316,0.5826,0.5446,-1.0,0.64,-1.0,0.6939,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,0.5275,0.7812,-1.0,0.6782,-1.0,0.7742,-1.0,0.5393,-1.0,0.5368,-1.0,0.787,0.5182,0.78,0.5049,-1.0,0.514,-1.0,0.5091,0.5222,0.6514,-1.0,-1.0,0.7241,0.5556,-1.0,-1.0,-1.0,0.5376,0.8295,0.5287,0.6458,-1.0,0.7358,0.6154,0.5876,0.86,0.5521,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4737,0.7732,0.619,-1.0,-1.0,0.6146,41493660,165974640,41493660,165974640
2.4139480316129545,0.12405293463986261,0.5726,0.7093,0.6289,0.6957,0.8235,0.8105,0.6566,0.8317,0.8229,0.5402,0.598,0.4954,0.7912,-1.0,0.5876,-1.0,-1.0,0.7935,0.785,-1.0,-1.0,0.4316,0.6893,0.537,-1.0,0.5588,0.5227,0.7692,0.6818,-1.0,-1.0,-1.0,0.6667,-1.0,0.6316,0.5826,0.5446,0.7895,0.64,-1.0,0.6939,-1.0,0.7632,-1.0,0.5056,0.7449,-1.0,0.5699,-1.0,-1.0,0.6207,-1.0,0.7143,0.7812,-1.0,0.6897,-1.0,0.7742,-1.0,0.5393,-1.0,0.5368,-1.0,0.8056,0.5273,0.78,0.5049,-1.0,0.514,-1.0,0.5091,0.5222,0.6514,-1.0,-1.0,0.7241,0.5556,-1.0,-1.0,-1.0,0.5376,0.8295,0.5287,0.6458,-1.0,0.7358,0.6635,0.5876,0.86,0.5521,0.7451,-1.0,-1.0,-1.0,-1.0,-1.0,0.4737,0.7732,0.619,-1.0,-1.0,0.75,41493660,165974640,41493660,165974640
